0x53b777, 0x78d7015c9602e5e8f389cc7cb8f8a5baaa997fe90f7b93c56644d8a7ac861193717928f64f81850b976e7dad0d1459c042d3906455660c3f, 0xafdbb91f5739d189a4c6ba6aaa4dddc849394f89ac505667967d5c3bb053b777, 11587452, 16877492076
0x039c62, 0x42cb6ad4bca2c60e56d066652deee22102a98e9230f7342270e06877e1b5949d69562055817c18b1ab676883c284fcba67a290509dcd9cd2, 0x97146dbe5573c240fb81f03f1e3b0514081e41374ce1de37f3569f72be039c62, 4179910, 6087540480
0x3b2627, 0x2f71c399639011f91deaac2001f18e6f13dca56bab32db69f6e43cc9f305fcf195efcb33caf55036cefe834ec45ac973ad1c1fbfaabb0133, 0x0b031efb3f7d4eb9c1e847dd97f51065453a8d01d65061bac805d4b9e43b2627, 14558265, 20928572960
0x5bac80, 0x1ea45c7d0b0737bcf3796d8bd1b7fddaafdd284138cde4825a941c7c93a3fcb9294ad45b0b0a9de192894c3789b17f434e34fd917d0e796a, 0xe7b969cbc4b6b6da7017532f47becc4b207c808c4d7f3932f68f3c71065bac80, 12735031, 16910163383
0xca9e9c, 0x76746071887b04e80043e48ce7403f3380a2944498b1d4d7db7e19a3c66bf59ca9423aa533fa1a5b1fbf43b07b3837252985ef1b8e552b67, 0x1c3ec624b6e7c71aaadb651636e24d1e52abc72172e6c3ee38484931dfca9e9c, 41919800, 55371143385
0xf12094, 0x0874442db6bf7834bc9eac414931c37ebf075e24384d7d607e8081d756461364e794e88643f5323eb6f277df129298f07c9c90dd269553b6, 0x12cd5051e52911a665dd9975c3926996777cef422f22152510b7f2d997f12094, 26856829, 36307899079
0xc6607b, 0x12caa3e1710cbbf7dc744cffe9411db399bbdaa626bf1b0b359d5e82b79192719657d0458c7d11b1342b25316a7e953e9bb4b3b52a40395e, 0x22beca3fc8f5a7b223cfa78565b82095b5ff5dc1663dd9b892f6c53b41c6607b, 30949807, 42950060043
0xc03b8d, 0xd38937690b60601e406b9d8e09d16dd04ee803202ef04242da88636ba2937316c11a41ee86c99db1ec986346f0dcaff5938272f5c1251e8a, 0x136519dfbc30fa5e6f07a35415a9ebc11837b97d0a00638bb5910385dfc03b8d, 13319766, 19467185559
0xe84a99, 0x79b5c38434695c5d28ef71a1ee9b8d258d7915763c4bb39aa28b740ed418f159562b1dd0485e1f3e763cc6992af9cdd29ded7f74e7693f36, 0x9be0a625eb9e2992bc86e3ccc07dea66eb29c3211885c1608cacd05fc5e84a99, 12002447, 16922489839
0x660b4b, 0xe8af36a86f97c3998874eacf2b9c95684243109fc1a487c56a59035cfb1a89491a0e4ac15786985b9381fbe8070814b93586ea0c4f6c00a0, 0x92af824525675310d1902211a14f46874a74cfb5b22a82dc9b83e8a9c9660b4b, 36205400, 47315996164
0x566156, 0xc8e0d247e74d89da1bc7212605c54744ffd320b95ed356ce87cb4c8d24e3542f021c12f86cdae0f10dc91b2b16e1c87fa8958ccecf793082, 0x4fd47efc6a90ea94d8febffe08462a10b26f91dbd48ec2a83439e6f83d566156, 14978390, 20453035814
0xaf7290, 0x350300960cd4e1334f3294e7e9fdf835067b715278ad013a1c8a580623e24939cbf2f70ae004c6604011c6c382a8b86789a9239fd8a57fdf, 0x54107575feae9b5cdc227dd84fc665f68cfb278bad9fd53c87f23b4a46af7290, 6652647, 9546239012
0xc1b5df, 0x40b36f5e9732f26bb7d85df7cadabc8795ec59d4c728c62e85ddab9ea5c56bf4863724cba00f05dc02d1e2d711baab96e9a0328237fc3007, 0xc5860cc1b6818b9bf7896e9437ec6d0c6fb329886879e97e4aa83d1491c1b5df, 8170766, 12036728440
0x139bbb, 0x2e1c53bb9e64c1e25cbbfe82b59650d13b02c5acca4c7782fc65c9fc3852bb456be2c69f10cbf39937159a42c1dec7a1e58d5359e43d795f, 0x46dd2a9a2185be85028f9cbaa5303af9f018f4a6646a40a8e2e24d1aad139bbb, 7406476, 11104935960
0xdef72d, 0xbb1fcd62445cc99678c9a0229ca04fc83e02e376c010182d9f26b9a489c2c7b7aaa060e2fa19b63b7bab82f70fa49b523f543fc3fa06f2d8, 0xf213a1630e9abd43651c731860da2feaad08ddd935f2b1ed408156d238def72d, 7003805, 9706477437
0xadd748, 0xc8f7605fe0771a93d4208d359e83614956022b3b47e232436275f48637b01cc825f619dead064ec31873f3bd2d23485c2514695da473ed54, 0x125786cde2d2f9b6f4cb00b773ac4644c593af170f31a7b38bacf1ae4aadd748, 16240468, 22337147270
0x1239ef, 0x8bfc0d0db8961b139edb79fa3f3f374c7621194057b68067c2019a8e88089fe74e6b1abcebe8dad58eb0a49557661789231dc20aa03c94de, 0xeaaa2efbe045d5966546fd3c5dd0cfa54e4ac8197f7b0a5ebdb5d034001239ef, 2364103, 3548464967
0x808d0b, 0x7b98bc529120e9531a4391bddd983ea9d2eec0f3be5c05abb108eea9371b1e6d75087dad032f8238241dff0c5cfb83dcf0075da330fa1033, 0xc62d44b4b7634e2f9ef7cbd2dfe748edbc74307274949670e8b1d115f2808d0b, 1330244, 2183648964
0x7bec48, 0xeb31d63452e3b444ca8bf65a668eb1c5f4b1c32707ea2034081b7523bb3df245be0a874a83d1f675ee69cec4695c46d08aa3086eb4130ee9, 0x44979d8ec90f30986bf259ff6de66bb1f5715256d8c88f85f67738a3227bec48, 37071469, 49902910903
0x03f723, 0x70a97c7d27666d5027bc1825aced6401b1ad11e64c954967747bc55b51730f9a9d04f1c4afc3cd277cec76402d4e6adda959a67157fd8f69, 0x60e40a4da55ea4d4f1be9dbef8c72cd374db38212f9a338731fde55ffe03f723, 340651, 957589441
0xcc7406, 0x54aab91358c69f60ea452decc48de937dc8ae9151484a01622bb6166455070ed832f4f9b2345a4ae1f4fce0b26c644ddb052b78fc539f2a4, 0xb44a12f6a34036ecf615fee4525b80289c2a59aa553807b70ee0795cbecc7406, 25760472, 36111632891
0x41dcdb, 0x2e85718e39c9ccb3971295a81430ed9b9a55b91eb80a727daf62afafae0df5506bbbf5e7094e8e1288407d04ab5bb0b986e260e34bc541a4, 0x076a6afedb5bd22f28340e1ad3707aa50cfe1a1e2e881d25eb85007a7941dcdb, 10189260, 13694246148
0x92b337, 0x3d065fd0dbb3174aa86b9e5aa8583ebc945c4623ef62f9b6ba1311e6e26ba876de087b0503b8d42333b519ac1764b59a44ff8934be636346, 0x64f5994a4820dfff30fa50857b2b7c6b86bfe09e03277d1a6eca88b9c292b337, 553028, 1128802834
0x1a6eab, 0x523a238d362d429bdce2d22ff5451dec162f983ca3bb0a095b80cf700d33b17b35c5b0076bf8b761ec2b0206d9a9849e46f1587faee8fa76, 0xff4efd6a81db54fd30b8ea4cb97e09eafa1e047f059df30eca60e497371a6eab, 3373958, 5145872587
0xd3992e, 0x0a02a4590305c0e79a302a26e83db5c8332edc816edb080ba573b504349d0d537720f9db2bf96d6ab65cce054ee4dc9af68832d6406cbbec, 0xa7389abb70d3d929aa899df9e1fa038e051014e9f7db7b4e621c4b870ad3992e, 10201513, 14821238169
0x67aaf3, 0xc4dfa79244db6dea6b6b58b81d5e1ab6ad769e2123ddee46d913eace6f22c3180e91882bd304af26b75032ef2233d0b65a9739724c9ff779, 0xb01c92811bb1d53c7231fab1b440dc51c88b2a8d3290ef94a29b1ba14667aaf3, 539760, 1292821814
0x35c0e1, 0x4d5a8036a2489c951c3dd3e934aefd66b2d22134fb5e75433481539ab5bfd0198c755e048db5a6397cd1e52c1a99d322f6d8423643d8f9f8, 0x7bae5197e2fe2c51df69fad9f78778a48a57016b785de5c13c8fa3af9a35c0e1, 15700955, 21791955920
0x0cd866, 0x6eb793619dc6780fb8b267cda9ffc8b5f49e638b66e4754c3214b483f050642e69d3674347914d62b3d3c88889559513071e33f457df705d, 0x714424f6833b59ce252bae37e45af1a403dc789d65422b3f97d8de70340cd866, 10423397, 15357436392
0x021d6a, 0xbed0fc9bde20837e7dd079dc4fa0fadfa6ba34771bb70d230a7b3ed7127fa559e35a989d9064015e5b999d17888b9197083d44cb3bf9c8e5, 0x64502fcd48cdffb15ae2f85402849c780a51246078fab90b93b26dc490021d6a, 15302794, 22963253384
0x3915a8, 0x613fe2f608dae2f9f08b5793f908538ba070e0f561c71a79f89a4b4c6b43f97155bc6905af894e6484d2986391b4f3541e3da78fa9e23b6a, 0x73ddf041ab01ab8e6fef2acfb399c03df72ad372b4538981586149f9a73915a8, 85957, 492796888
0xca182b, 0x6c6a5ee2d5491d441eb5fa9ac0da8ab9cfba21f9db6d4757213f3c8403483a4777141dd8ccc7213a3e078ed81360d462d163b9ce0642adee, 0x523afea097961ea16fa7239fba61f9448f2e95aeb7147d042cb1093c2bca182b, 34920456, 48175347714
0x766f17, 0x532736fd658118fddb0485e3b861d149c859948bf10c931c9f3af47df59b5892b8b9d1484be3228cd4c10de1278cd8114f8b62d1fca9b6ba, 0x61c75d84835ccf566142802178f11487489f6a0a239c607522c949892a766f17, 1688473, 2950123162
0x7216ed, 0x32288c60871f3330d37192fc6d31a52c04dc1a9c86f6d1364103d40866b592f130c25693d855e68985cd4616228f129b5435a563d080ba97, 0x169671b4df307421c3dc91d0d2d13ee049a9d0c345235eeb43eb7a109d7216ed, 14850299, 23431803692
0x24dc23, 0xc435f4e048ea3ed0f2d114e3d2ffa6480bb2ff80a0dec59553318c4bbc42a5f510a3ab843312ec23da997914621d690a21539e78cfe7fa29, 0xbe3f34e47ad1ae6cf1ed7a645380f3c82100dd34d372e3d63f50c7240624dc23, 21423281, 29521689939
0xee114c, 0x173cd672e56d3262ed3516dbab1e6c87ad31d3524ca4bd6415b51a47ba4c3a437136063e63f8d0d79de90d8768e68551bde0ec73eec29d3f, 0x7fddb6fbd6ce50fdf56e5e83423f2ab28d35791197b78e278ce3d522ebee114c, 35742935, 47515603527
0x93792b, 0x140c969975d4f29963353087e823c6a90eb26f607afd49b4e69903eadad2c0cd129df5c60f05c9f792a4a2602b0bb1ef57fb85ab0d6b1a51, 0x3528be03802a7b27cc3731de36ed874d2e5ff3d019f5ad9e0a76a648de93792b, 9158813, 13497854317
0xfcd0e5, 0x59ed6c4d674f1d059125d81cfe5f9ac9e87ef72e8ffac979cc1fc99fa008d68bae9285adf324d03f48fc5d6a63ab4d9ad5209b14496b54f4, 0x124c1c324fc1dc885d55a32fe8d6d0bffa0636da920b46a9dd78fe88e7fcd0e5, 13749802, 20765766485
0xef136d, 0x73a06ef245369076b51069852c4ef22c61b26186e13150d8f9aa2ab9533f70907f850ad473c4d47a391a20117b1593b87ffed5982672665d, 0x57e6691285904c7741391bdab7638a1e4d7ce85255a385c86423df8f99ef136d, 1425532, 2282341437
0x96532f, 0x93ccfc7aeda794e7f32f508d9ef2e9a79ade1653e3805b9a7944dc2770e3497316138cfa87b6310cccb3a7d65d5707ad9cde4410d33d56d8, 0x09bdef25af03d1ce67b1af673d72f4f6566b5f2004765e7db666e6090496532f, 5587166, 8675519705
0x86ce94, 0xfbb57982045083e8061cc515df72272e85f600e8280bd740e4184882310b5db71d4507ce62fa4dabeddb668322ea18253fbdd22a18f5e8cb, 0xae000ad0fcf1124c79ca88486b50d03c384919f7209bb146cdaade989786ce94, 20695232, 29227189370
0xfb4dc0, 0xbdfd11e584bd29478c0b79c0cedd60cd27575c114a4041642b748c12da68769a7a3ac1f863b68f8b2fbe03cb0ce4c44398818037aabcd712, 0x5a9785b3919e1113774ab3bd89b822851a1031f38bf54ce9cc615d09b5fb4dc0, 18334638, 43833834590
0x325936, 0x28166bc6adc18619e183c82cfdc54c7e3fe327b0b8411ecafaa8ec4dabfaf462dad9632735540dd98d9c5898ad6e914c2a8cd2fdc124ef81, 0xd972cc3fda932a40398a711be8e3d88e9dd559d7a3d4b96c99786396c3325936, 6571753, 9794245607
