0x299c, 0xe3ec571acde4235893ffaaac7a3982044e861d20d0d2d5d8ef3ee520bac0c6883651c66560b6834762a7e8b4112396b322895b07fab37547, 0x3634a08ace419f91aa38ea74ade60186b92af0f10f767ea53bbcf6521eb1299c, 14391, 354421773
0x830a, 0x14c09d7e1be738906697ef78cb82b40031a472558af0c70d914d5389110f260f205180209b1b0c30096b74cab9b030881aeb38b09594ca61, 0x6033be9abe29411d542d029367a026d4c2615e62adb3e5b10133161f4a50830a, 173823, 619515533
0x396b, 0x6d7af821c7ff0b277c8636101dbbf8c96c5a9f1a62f67dad6e725e6eb3a7d7ed4dd83ad6f2503a53802d9caeaaf8663e468cac67142e518f, 0xc101e2ebfc84672991d1f87f807eef238c96db6e34e0bef997cf607a3f26396b, 39144, 397339679
0x1c6b, 0x4df796717cf1c2a67b38b9793257beb597acaca5de99727edd2c860084a67f6d7161e58de444d2d9e84c51a14fcd45046f0c0de0f31f0e5b, 0x1bce82f8a0c02cab1220781304c26dc5673fa1dcb94fca6caa0fa3feb5751c6b, 103540, 563259434
0x67a0, 0xcbbd0c862eb13a74c1354de9f0bd2a5a468e136fa11d4463c87c34931a642f827ed6823bdd15b2846bf56db59d92f4996c0757c5b58854bb, 0x5bc3796bf5e0f59266a2a73c6239c39d8731a25bb6184bdd2855dfd9574f67a0, 46618, 407512203
0x0281, 0xcd9df76f145bd4aff064e6996201bd0e7862f809738f13e02b45cbc045db2cb8ad390a2818957d6a431a0b0360ecb2ed2bd9b0e4c5d0db70, 0xdbddb0a5a77fc0ce4e2e726d149f0b592de514fb8a3c1fb77844223ef0b70281, 3075, 267029049
0x7a20, 0x1c68896e81a0880255b83593674d4e853f868cb8c11e9c93f26b63d00c1f8d301103c3c0bd1f4ca420a2ff9210de79d07652803c55ea0d4d, 0x8dca6d20b42739d009cc768d4702f8795c9bf46260efe09e548fa57eedda7a20, 30965, 428248984
0x975c, 0x81032f331d993f3302c76c5cf2f49d12467774e2170ae1135fbe3033e52a318ba38eaf2dcf4394cf8b957fc0cd14c16f14203d89a6a40b09, 0x370415e2564f27302f526ff998717d65799ed59bd312442ad40e0524799d975c, 72501, 527764756
0x69b7, 0xa599d96dfa2b5a4a4a5ae626d682b5b0df8271bba5c3a31be45392f1f6923e42a7f3b15079ea34922f6182259a92ea97b02651151bd9bcba, 0x605ec685068b12469495f0b3f5bfb0033913c6fe0ee2c77130f63e5996bc69b7, 48478, 460301374
0x15f6, 0x18c7c2a4752606bd7234400555b02c7d1aba79a85d8ab2b53c16251ec0f8885632f6addde11ddfe6606d880fba9a65bdb134c4ee3d753bca, 0x4590439f72840375dba679ba62703258dc5a0815d8ff892751a4604aa84d15f6, 81390, 532839091
